text,label
Jokic amazing tonight,3.25
Hello my love,4.75
Tell me if it's another scam,2.0
And tell yourself that it's nothing,2.0
And suddenly your parents they forbid you to watch the game?,2.4
you are weird,3.0
in real life it's cool you can go to engineering school afterwards,2.333333333333333
"guys, can we really do twitch movie sessions with amazon prime where we get banned?",1.2
"Too bad for all the people who lost me, you didn't get to see how amazing I was. In all objectivity of course.",3.0
what are you landing,1.6
Lawsuits against PCR tests are imminent - Reiner Fuellmich http,1.0
"It's ok, the vote gap is narrowing a little 😅",1.2
"I wish you a happy birthday, it's already good",2.6
He stole the show from Sanji this is what happened,2.0
when he is handsome but 100 other people have also seen his beauty in story http,2.2
The pool meal tomorrow night will do you good,3.2
Days 247: the immortal has finally understood that you must never upset a broom http,1.0
and you've had enough with one,1.0
Aren't you ✨susceptible✨?,1.25
Elimination of Portugal the week looks good there,1.2
mddr in real life if I get on well with the person I will do everything to see her,2.2
or blue it's pretty,1.8
But yes I'm tired even with water sometimes it's hot but it's pg :),2.75
All that ? 😭,2.0
90 #LaMelodiaDellaLibertà,1.5
I didn't catch pq he eats pizza after the sandwich ^^ http,1.0
"If the team you support joins the #SuperLeague, you:",1.4
The sky is sexy. God is big,1.8
Just the heartbeats speeding up,2.8
Merci 🙏🏽,1.0
I'm ashamed of what my country has become... I have hope when I see the world in demonstrations,2.2
Definitely...,1.0
Several members of my beautiful family perished in the camps how can you dare this comparison..??,3.8
Fuck your dead of my mentions you,2.4
I find them too banal like shoes like that say it's tiring,1.4
He must even receive the lowest salary in the club behind the maintenance agents,2.0
in less than 24 hours 😣😣😣,1.2
Thank you the good side of the thing is that it's your little sister in shape 😌,4.4
For me c legit bg a word to say?,2.75
Fall in oil price http,1.0
"There are artists, nobody listens to them but they always continue, what gives you so much courage 🤔🤔",1.6
Ptdrrr there's a bug who told me exactly the same thing mash,3.4
g put on too much liner it burned my eyelid v tt breaking it hurts supra,3.75
I'm not sleeping 😜,3.6
I too am passionate about my own beauty💕,2.2
I don't have a Disney + account to give you but on the other hand I can offer you my heart,4.4
"Ptdr Cheh, suffer with us 🥴",2.2
"The only one, the real one, and above all inimitable! 😉",1.2
Ptn what did you do,1.4
so proud of you sweetheart ❤️,3.6
Can you speak English?,1.75
I proudly join this FC,2.2
it was my dad who forced me to get vaccinated 😀 to give you an idea of ​​the character (big asshole),3.4
too happy for him,2.2
Well it's not the problem because I did it but he will have the notification of the like band of imbeciles,2.0
You're going to be kicked out of _french Red Bath http,2.0
I met feuneu in dubai he told me so you always want to menculate 😭😭 help,4.6
Sleep anyway,1.6
so the lrem you wipe your ass with the constitution? with the laws of this country?,1.6
We?,1.75
Haha yes that's for sure the complete opposite of me. 😭,2.8
"Yes I knew but I didn't think ""as much""",1.8
and soon a news for the #GrindFLC,2.4
you don't have the right to be racist your father he doesn't make you eat mafe every day of the week,3.25
"251 years ago, on April 19, 1770, Marie-Antoinette became the wife of Louis XVI and Queen of France. http",1.0
The week ends with good news! WE love! we are more!,2.25
in+ he says it in a very playful way bcp .. big shit,2.75
Close to saying Drake superior to Michael Jackson too,1.4
A bit of color... http,1.5
Did you see that brother I was selling stuff I thought they weren't paying that my buyers I have to stop it all there 🥲,3.2
Turpin is blind he asks for the VAR #FCMLOSC,1.2
I thought he would have so many abstentions.,1.4
We all know what she means when she uses the word scum 👀👀,2.4
I have to manage 2-3 things before,1.6
Can't wait to see it my bg,4.0
This is a known problem for a long time. France does not manage to keep its fencing masters who then shine abroad.,1.2
"Guys wearing the Cam is not easy, in addition the customers joke too much with the #237photographer",3.2
he is really awesome,1.6
Who is it ?,1.75
Brother speaks French there,2.25
until one day both of our eyes go out,2.0
The same ones who criticized the style of play of atletico mdrr,1.2
I take this opportunity to remind you that Mizore remains the absolute GOAT in this anime,1.8
serious and it has to fall on me lol,2.4
The one from earlier?,1.4
Last day and it's the WEEKEND,1.0
Mdrrr with Lisa we'll see afterwards!!!!,3.0
back when you were good at the game baby,3.6
PTDR people outside sorry but 😬😭,2.0
"you're not even sick, if you have a big ass you have a big ass afterwards, don't be embarrassed to shout it everywhere",4.5
Want to make my boyfriend talk in his sleep ^^,2.25
Montpellier: two sisters aged 5 and 7 inject themselves with a syringe at Parc de la Garlande http,1.0
copious,2.4
no territory,1.6
Overpriced anyway because there are a lot of friends in the media,1.6
_philippot Where is the police 👇 http,1.0
Bouleine my farewell I am very crx,3.25
we are at the market there like,3.0
Thanks for the info 🙌,1.2
#Two Sevres. Bikers in the wake of the gendarmes at the start of the school year. http http,1.0
"Hello, my friend... 😀",2.0
Everyone,1.0
With other hobbies,2.0
I admit 😂,1.0
Well the survey has already been done on JVC 😬,1.2
Thank you very much ❤☺,2.4
i danced for you,3.8
"Let's go, it's decided this summer, I'm going solo",2.8
you were fine when you closed your throat,3.4
This series is still crazy http,1.25
I so want to go partying in the slush my body lacks sound and dirt there,4.2
"In fact, people like you should one day be brought to justice...",1.8
as much for me you won't have this problem finally do as you feel,2.0
and at no time did I say something eh,2.4
You're too imposing hamid I'm afraid to upset you sometimes,3.4
_Officiel I am a renowned financial expert and I think we should delay a little because nothing is certain!,2.0
jimin best actor #BANGBANGCON21,2.0
Is it normal for him to have 7 lf?,1.0
Thank you Heidi big kisses and all my best wishes for a Happy New Year,2.6
I hope you break through.,2.2
"Thank you very much sweetie 🥺. It's you who is beautiful ! Bhahahha if you could deliver yourself to my house, I would like 👉🏻👈🏻",4.75
no one said change is good,1.2
The Montrealer who makes France ring http via,1.0
Euuuh if tkt... in sah it is uncomfortable qd mm but pk you want I look at that..,3.25
it pisses me off but we don't give a fuck,3.2
<—— think about vmin all the time,1.8
skip the eggs,1.75
yes yes say well,1.0
I'm soon finished 😔😔,2.8
"Yes, it's very frustrating The 2 there, I couldn't frame them anymore ahaha http",2.0
he reactivated that son of tinp,2.5
I think therefore I tweet,1.2
Wesh stay on the lookout the blood it prepares a big Vagos sound 🤝,3.0
(Doesn't even have enough money to buy a scooter),2.6
oui dsl boss,1.6
Oh yeah in what?,1.0
Ok Van Damme! That said JCVD ​​mayor of Paris might not have done worse lol #SaccageParis in your g****,1.2
Touch not my Smasheur: Negato and discriminatory remarks http,1.6
I'm so so thirsty I can't take it anymore I have more water and I won't arrive for another 20 minutes,3.4
is so dumb that he became a minecraftian with byslide,1.8
Yet the principal says that there is no traitor in the students,2.0
It feels good to go out and walk with stray kids in your ears,1.6
I want to bite,3.0
God is great 🤲🏽🤲🏽🤲🏽🤲🏽,2.4
So you confirm😉 Muslims have nothing to do in Christian land.⛪,1.4
When you were still beardless,3.6
(I took the vinyl when I said stop aaah),1.75
"It's always ""when do you go up"" and never ""I'm going down to your house and we go everywhere in your apartment"" 😡",4.8
at least they will see that it will not be the cause of the non-vaccinated if there is contamination,1.8
my brother it's been a long time I haven't seen you,4.2
Between #Flers and #Domfront: Châtellier's automatic radar once again repainted http,1.0
Oh my god 😭 no sweetness it's candy,2.2
It's weird she's still not on netflix,1.6
we don't like the same sensations 🤣,2.25
It is too much for me,2.6
I get it,2.8
I don't understand anything anymore,1.6
of course but I should do it one day,3.0
I want but you don't want to tell me,3.0
You are crazy to work in Paris aha 🤣,1.5
princess mononoke is a lot more popular in france in every way so rip Akira,1.6
"Serbia, Ukraine, Czech Republic, Hungary, play better than Portugal with not even 1/16th of the talent of the workforce",1.0
"I've always wondered, what do people in a relationship say to each other?",2.4
rereading this in a bad mood it's great hihi thank you again,3.2
"#Covid19: 2021 is off to a bad start, very bad figures in Europe http",1.0
Happy birthday to your son.,4.0
Personally I don't even know which one is my favorite mdrrr I only put the first one that comes to mind,2.6
1000€ you spend the night in a cemetery? answer i want to know,1.8
I knew it because it's my city,2.2
I'm going to ask him for a handcam you'll see,2.8
"Hi, I would be super interested too, so as not to die stupid..",2.2
"I counted 7 I think, who fit in this barrack 🤣 http",1.6
They brought in the other old man who laughs squealing badly to animate the gathering after the http service,2.75
"Max the catalyst has returned from his exile, I can't wait for a new clash between you",1.6666666666666667
good luck,2.2
it's the English who say watermelon but in French it's watermelon mv,1.2
If done*,1.3333333333333333
Basically that's it.,1.0
you keep saying that communication is the key? but infact c understanding !!!!! eh yes !!!,1.0
Why do you think of and?,2.6
Regional elections in Brittany: when the mask falls http,1.0
"Messi-Pedri, Pedri-Messi that's it you know the song",1.0
I open my messages I see it's insults,2.0
Big Snippes bags to put chopsticks in 😭 but pq wsh crari Lidl they had more pockets,1.8
there's nothing at all in the store either,1.2
I rt,1.6
Enjoy your meal. It all looks good anyway.,3.0
I fucking love my girlfriends so much,2.8
Ptdddr it's super serious plus it would really be an accomplishment for me I have too much hatred towards them,2.6
Hello and have a nice day,1.8
An evil goat,1.25
It was already the end but mdrr I was going to unpack my bag there,3.2
"Personally, when I'm not well, those around me can help for a while, but without God, nothing changes.",3.6
And there are still more cool guys,3.2
hello I participate in this superb contest thank you to you I mention,1.0
You find yourself somewhere between my hopes and my regrets. http,3.2
This is the best video,1.4
Precariousness,1.0
I think we can say it: Lille champion!! Kudos to them! Special mention for Galtier,1.0
Oe that's what I'm gonna do bv,1.4
My girl she didn't like the floppy disks of I don't want anyone to meet my ex,4.2
show i don't believe it,1.8
HAHAHA ca par de la then v die bands of dogs,2.2
"#SpinningOut: #KayaScodelario relaunches her skating career, now on #Netflix http",1.0
oui :(,1.4
"The camps, the tortures, the death, a whole program!",1.4
A racist like you should be banned from the set!! You are worse than the fachos of the RN,2.4
mashed potatoes it's going to be too hard I can feel it,2.2
Except the vaccinated who will need it a lot,1.6
The stingy? Because she is careful not to cost these parents dear?? LOL,3.0
It doesn't matter at the moment,1.0
i want to make it worse white text was simple,2.75
See you Sunday I hope so bro,2.2
life is weird,2.6
don't tell me he's apologizing because he got hurt haha....,1.8
Mdrrrrr must be specified on the not too much,1.4
Really I love her with all my heart 🥺🥺,3.4
let it go i die,2.25
Wsh how is it done 🤣,1.2
"I send you in dm, otherwise the boy I like will see that he is all alone in the story 😭😭",4.4
"To other Charles, you already had me several times with your spiel, it's over",3.0
#moneyslave i'm selling my feet,4.4
"#EDS demonstrates the level of French coaches, that's all!",1.0
· ⋆ . ✫ · · · ✫ . ˚ ✫ * * * ✵ . . * ✺,1.0
real it's beautiful,2.25
Are you strangely less active since December? What is happening ? You got more money to spit for me?,2.0
It's not forgivable at all,2.8
😴😕,2.75
lane against Sett ignite good morning there 😋😋,1.2
Know that we are together 🤝,2.6
What time ? What day ?,2.5
Hoo all my youth!!!! 😊 #Indochina 👍🎤,3.0
Pk I watched till the end...damn g a problem,1.6666666666666667
"Please when vs vs unsubscribe, block me too like that i vs unfollow too pck I'm clearly not your fan",2.6
Like a desire to declare my love to him before it's too late,4.2
"Melenchon has been fooling around for 40 years, it doesn't date from this year.",1.2
ah but the tattoo he has it in the trailer too,1.4
the worst is that he went there like 1 week after me pffff,2.4
Discover the video of Real Madrid FR! #TikTok http,1.0
I really need a massage,4.8
What do you still have my dramaqueen,2.6
Girl / boy friendship does not exist and all those who have a better shab there is necessarily hejja between you it is obliged.,2.2
I didn't follow what is it about??,1.4
A Summary of My Childhood in One Picture: Al Jazeera TV News http,2.8
Yeah but the problem with the monster c that I drink one I'm in trouble lol,3.8
I can't concentrate that's why I'm failing lifestyle,3.6
I really want a little weekend by the sea with you.,4.2
the more the days of Ramadan pass the more I ask myself the question 🤔,2.0
#Onepiece1015 I'm dead it's proven Sanji > Zoro http,1.4
2019 stop the videos montages of your life as a couple please,1.8
Who still showers in 2021 anyway,2.2
J'ai ganesh http,1.0
do me a favor and burn this knife,2.4
You marked my life in your own way.,4.0
Wouldn't you be OTP?,2.4
Can you sell your cousin for 50 Billion?,2.0
peef he's an idiot editor,1.4
But brother neuer he eats them morning noon and night And if you don't have an example it's good that there's a reason,2.2
"Magical ! I'm watching this, you should like it. http",2.6
Poor man,1.6
"Guardiola needs to talk about it too! He shits in the final, he changes lineup and he loses again",2.2
Yes why ?,1.4
BLAH,1.0
As soon as I saw you!,2.6
dsl it's real you have to take advantage of it it's the holidays,2.8
The inclusive visual of a secretary of state at the federal level. Unimaginable in a neighboring country. http,1.0
I found a rare specimen 😂😂😂😂♥️,1.6
I'm in shock too 40 fav for 30 seconds c insane for me,2.2
ah it's too cute but tqt I understand,3.0
"Well we do nothing. Normal, it is China, it is rich and powerful. Only money matters...",1.4
I'm HAPPY HAPPY 🥲🥲🤩 you can't know how the,3.8
"_ No, that's Neymar",1.0
it literally has nothing to do with the penguin tweet 😠😡😠😡😠😡,1.0
this is an excellent initiative!,1.0
“yeah josman he only makes ass sounds” http,1.8
Imagine you arrive in your small local pizzeria and you see this?! 😭😭😭 http,1.8
Yet I'm already married to him I don't understand,4.0
What an idea too lol,1.75
what do you think,2.4
It's you ❤️,2.6
t matrixed my sister get away from me,2.2
it's too stressful when I receive a notification jsp it's which in addition you both have my notifications argh,3.2
when this scene will be animated.. I dare not even imagine internet http,2.2
"P L A N D E M Y Already seen, but it doesn't hurt to put on this slogan which takes on its full meaning! http",1.2
This one is good,3.0
Give me this pc pity one of my dream pc on jin😩 http,1.4
We hope,3.0
you're right only smoke pure weed man,3.6
"Luigi & Cie, a new pizzeria in Vimoutiers http",1.0
"She's beautiful your shitty France, can't wait for the change of 40 years of haughty ksos towards the people, the real #ExpulsonsNosEnnemis",1.5
Owen baby come see me in dm wsh,4.4
Right now I'm only going home to sleep and eat,2.6
They believe it...,1.2
Did you put this in your head or in your arm 🤣🤣,3.0
_J_FM It remains to be seen how many Man U wants...,1.6
like you,1.8
Who is surprised?,1.8
So what to say?🌚,1.25
"calm it's just a mask, you're oppressed for nothing",2.8
_Asselineau And our media are funded by whom? From philanthropists to lobbyists,1.25
"It's a shame anyway, but hey, we've seen worse",2.0
Chelsea are playing well but I feel like they might fall asleep hope I'm wrong,1.4
the spokesperson is absent it plays 😁,1.8
we are too similar bb,4.2
Magnificent,1.4
Telecommuting is cool in August and one day a week. Otherwise it's crap.,2.0
"I have a question people, Allah the Merciful, he is aware that his servants need CAF to worship him?!?",1.2
Frankly Epic Mickey in person it would be the fire I think,2.6
Chris Breezy he wants his oscar too,1.0
he is especially worth 1/10 of Mbappé,1.2
to believe it is not possible to make a meal without potatoes,1.6
Fall in love with a video ☑️https://t.co/Z9Te7BuD9u,2.75
Guys who play pump on warzone what color is your thong?,2.0
"No tkt I got it in 1 multi, it's All Might that I didn't get",1.4
OH THE GAME MY GOD ... I have my best mcdo with me besides YA UN TARIC WSHH #KCORP,2.25
"it tears me a little, but it's nothing it's the street lol",3.2
Such an amazing 🍑,3.8
you know what i'm going to do to myself every season of hollywoodgirl,3.2
Thank you my beautiful Naoto!,1.6
my hair is terrible http,2.8
I want something I never eat: a Greek,2.0
Is he good nuno mendes?,1.2
Mdrrr I hurt prsn,2.6
"It's ironic, just in case.",1.6
Tse I'm not going to cry 😭,3.0
We all hope 🙏,1.4
I often see criticism against LRG but at least it's possible to order if you are present on time.,1.4
No doubt hooker bars are clusters.,3.2
Indeed she is too beautiful (like you by the way),3.25
Take as you want.,1.8
But look at the comments,1.0
Good go watch the Europa final I hope a good game,2.6
Hey Wizard esport is recruiting to complete these 2 roster. Come pm if you are interested RT please ❤️,1.0
We understand mtn your opinions,2.2
Wsh you speak badly of phew 🤣🤣🤣 (jmet not sparfum),2.333333333333333
why is he also censored??? OF COURSE I WILL SIGN,1.2
"Too bad, the season is still long, trust!",1.6
With this one I will just miss the camping chair and petanque balls for this summer http,1.75
How do you use the right stick?,1.4
want to travel in your q too,4.0
My controller didn't charge last night I'm going to break everything,1.2
wake up psg..,1.0
When the recruiter finds your Twitter account... http,1.8
thank you for the te-hon in front of all the countries of the world,1.8
jspr he is happy inside this motherfucker,3.6
🙏🏾 I'll be back later,3.0
My ban with the 100% girls team 🥰,2.4
special🥰🥰🥰,3.0
"But it's ok, it's ok, but your mother won't take it like that, that's the problem..",2.5
it shows you have not seen the descent of dijon,2.8
I speak for both sides eh people who put verses at the bottom as dumb as the original tweet,2.4
Mdrrr get out,1.0
He will jump too high put an opposite head we will understand you,1.3333333333333333
It's been a week since we resumed I already want to go on vacation is it normal?,2.4
it's too good,1.6
"Well if he didn't come home while you were alone, that's fine",2.25
I agree with you and not with Mr Messiah who puts everyone in the same bag.,2.0
"Thank you, friend !",1.5
And I want to know more particularly if you play katana like me MDR,2.6
I like him more than anything,4.6
Oh but sure...,1.6
🍆 tell me everything 🍆😈😈😈,4.5
Why the volume 1 of Chainsaw man it is not found I want to die,2.2
50€ for a 50€ for a thing thing for me for my dog ​​🐶 http,2.0
You don't like to combine the pleasant with the useful? 🤣,2.8
you will win,1.5
In short I close my fanclub it's over,2.25
Is there an online seller that sells original brand caps in Dkr? #Rtappreciated,1.0
But who did you send to ⚰️,3.2
"Ah ah yes, stubbornness when it comes to food, it's true that it can be... Invasive 😂 brave Mimi!",2.8
Pray I have cool neighbors.,4.4
"oh I'm dead there's a rapper in my class he put an insta story ""ask me your questions"" no one answered him 😭😭😭😭",2.25
It's going to go to sleep over here...,3.6
show which one you want to wear,1.8
On Facebook they will start relaying the rumors of a return of Benzema,1.0
Obviously very disappointed not to master the dialect of Guadalajara which could have allowed me to take part in the conversation,1.6
Green: buy. Red: sell. #easytrade,1.0
4 bo in a row 91 goals in 1 year 73 goals in 1 season,1.0
The French government and administration are the biggest whores that exist on this earth,1.6
This is the LREM the scum on the move!,3.2
I'm not maniac honey,3.6
Hey hi How are you? We wanted to see what's going on 😄,3.2
For fat Dupont a woman can't defend herself?,1.6
If it can be fun :),3.6
I saw that I was very well woken up thanks to you MDR,3.4
"Alright, I'm calling the police.",2.4
"As you get older, Montebourg looks more and more like Mélenchon, don't you think?",1.2
Really ptdrr thank you prcq there are grv things I really like (FKA twigs for example),2.6
I'm waiting for your snap when you have it on you,3.4
"You're the one n only for him, it's normal that you're happy hehe jtm strong too cabbage",5.0
"no pcq she said to me ""this weekend I will have you revise"" 😭",3.25
(neither will be relegated),1.8
"You're too rich 😂 So I repeat my proposal, give them to me 😂",2.0
In the quinté Le 13 Gavroche Maza GG and GL #cdj180821,1.0
Mdr I want to see too much when I haven't seen the other two 💀,2.2
Buttons ??,1.6
Do you need me??,2.0
"Double from Wijnaldum defender, not Salah Not Firmino, A2LO",1.0
Well said bro!!! We have passed the era of change we are living the climate crisis!!! Acting is a duty 🌳🌳🌳,1.2
"🔴 Presidential election: Laurent Fabius, president of the _ constit makes the list of candidates public. http",1.0
Even me ptn my account from 2018/2019>>>,2.8
Stronger to get into debt indeed,1.4
_ Mdrr it's too much 😂🤦 ♂️,1.8
"_France Hello, thank you have a nice day",1.0
A new team is growing at UNIVERS💪 PUBGMobile is in place 👀 More information in the next few days 📩,1.0
OM - Nice: A poster for Europe http,1.0
A scary game!!,2.0
Should have thought of that before! 😡 band of incapable!,2.4
"It's impressive this effect that it has, you're not the first that I see say it",2.4
you didn't just misspell CamiLa's name!!! 😩😩 http,1.2
Lanterns?,1.0
"Complete***#A20 west (du Souvenir), at the end of the entrance to boul. Veterans Affairs for the Galipeault Bridge, debris recovered",1.25
"Quebec grants $970,000 for the integration of First Nations into the labor market http",1.0
"Mini1, a large kindergarten section, has just spelled police for us. This child fascinates me.",2.6
but you didn't even know her cleared nicely,2.8
they won't see the tweet they're eating,2.6
👍💪,2.333333333333333
Ah shit 😭 Hoping that time will change your mind huh,2.2
Beautiful woman 😍💕,2.4
Carbonara with mushrooms and smoked pork shoulder: a killer 🤌🏾😋🍷 http,2.4
"ok I'll do that tomorrow morning, only problem I don't have a Swiss army knife",3.0
Cmt that there is not a single good Belgian left back frr it's too crazy,1.4
Very well and you,1.6
"Hello S, how are you? Yeah I'm not really on whatsapp, I'm + on discord or twitter",2.8
They hold the vocals very well when I have the impression that there is a multitude of groups,1.2
#ICESCO and Egyptian Ministry of #Youth and Sports discuss prospects for cooperation http,1.0
Mdr you made a whole movie in your head bro I promise you,2.8
The youngcrack with beamer,2.0
Racaille tonight we will laugh,2.75
Cindy she does more TikTok since the photo,1.8
"Don't try to kill me, 'Beli, he's titanium-armored. More optimistic, tumor.",2.25
I can't wait to finish the exams and finally be able to enjoy my life 😢,3.4
'' The state must track down these guys from the BAS in an intractable way '' 📞 Hervé Emmanuel NKOM,1.2
"I believe you should call #2424, not text it.",1.0
The gloves cm have on a woman it must be something sah,2.6
Love is not perfect when it is true.,1.25
The world has gone absolutely crazy.,1.4
Singles from Ivory Coast want to participate in the fights in Ukraine 🇺🇦. #syndicatdescelibataires,1.2
i swear i'm staring at the wall there,2.75
Sooooo good!!! I am of Spanish origin (from afar) hola soy Clem? 😭,1.8
My crush coming out she whore all her colleagues whore I tell him anything after he tells me except amide HAPPILY OTHERWISE I WILL FUCK YOU,4.25
Really my brother it is a blessing for the DRC,1.25
happy birthday to him,3.0
Go eat some dog food,2.6
leave me alone 😮‍💨,2.4
It's from 2015 waaaaaa,1.5
Thank you so much 😉💋,1.2
Eliminate from the 1st round then definitely eliminate 😂😂😂😂😂,1.0
Very good summary my man,1.4
like me I am your p d . continue,2.75
Match day we go to war against the Qataris 💙 http,1.0
Have a nice day family ❤️ http,2.6
Marlene in the Happy New Year category? Get me off! http,1.4
The guy who dropped the info on Cahuzac's accounts in Switzerland is guilty of all our misfortunes,1.6
_larcher The Ukrainians have to feed him well http,1.2
I don't have you,1.6666666666666667
No. This guy is dangerous.,1.4
Flying vultures assist. VDLS,1.2
"Good night everyone except ""stop doing the Amílcar Cabral"" 💀",1.2
Unless he wants to maintain the concern of the population for his benefit.,1.6
I don't know how they make their fries at Djolof Chicken but I love it 👌🏾,1.6
Send money simply and quickly anywhere in the world 🚀🌍!,1.0
The good news of the evening!,1.0
"Oh no no take care, I hope you won't be too sick :/",3.2
🔴🔴🔴 ❤He is the only one for me❤ 🌿🇨🇵ZEMMOUR 2022🇨🇵🌿 http,1.75
never known,1.0
say rather that the length of the audios break them to you huh,2.0
"The controller but real, pamine worse twittos + not even objective + ratio with autofav",1.3333333333333333
good 😛,2.5
I'm thinking about what hairstyle I'm going to do at the concert to not get hot while ??? The most ???,3.25
Is the world upside down or am I upside down? http,2.8
No it's the truth,1.25
Gain weight by being ectomorph especially xD,1.2
Who arena?,1.6666666666666667
"She's my wife, no",2.25
"€11.90 the Greek?? Sorry, what did I miss?",2.2
question of the day: do you think you can love two people at the same time?,3.2
Sort it well in his lyrics http,1.0
Yeah sing for us M,1.4
Mdrr that must be it yes.,1.25
_en Maybe one day...,1.4
They were monstrous and brave. It's completely deserved,1.75
The protection of the French is the state. a minister who shirks his responsibilities.,1.2
"It's wired they're all like that, when you have to pay it goes super fast but when you need you can go scratch yourself 💀",1.25
the surgery was a real success! well done doctor Z,2.5
?,1.4
Finally the Miami circuit is difficult huh,1.6
He saves me so much ✝️🫶🏼,2.4
Finally some good news ❤️,3.4
600 g of Akpi powder - Pan-African selection - including 200g Free http via,1.0
Well he doesn't want to wait he wants to take them all mtn mdrr,2.4
Also interested ☺️,2.4
Black heart or consequence,1.75
Very impressive.,1.0
The smell in metro A is really an attempt at intoxication,2.2
Do we at least try?*,2.8
Taken just now. People here are surprised. I've always been blonde http,2.8
83rd: 🧤 _bernardoni wins against Guirassy and keeps the Greens alive! 🔴 1-0 🤍 #SRFCASSE,1.0
Neymar mdrr nobody wants this alcoholic he is finished for the high level,1.4
Thanks lol for fucking my rhythm,2.25
It's even more satisfying.,1.75
he is stupid or what this cat zbi,2.6
_denton Gotta quit narcotics sir,2.6
Salemakers is very stubborn,2.2
it's called stupid rp,1.4
They would abuse these French people when I,2.0
http Follow the entire Team wata concert 🔥,1.0
"My doctor is coming in a few minutes to examine me, I'll keep you posted",4.0
"And well you can do a search on the internet, please",1.75
"I wonder which is worse, a cluster or a scam?",1.2
So cut the floor it's harassment mdrr sick go,2.0
Beautiful your little girl 🥰,2.75
You know me ? I don't know you either! Ouch #KohLanta2022,1.75
I had almost forgotten that I was passing my license in less than a week,3.0
"That way, there will be less dirty, mafia money in our country.",1.8
I have a smile😁 and a look😍,2.6
Can't wait for the legislative elections for a little action...,1.0
Ferran Torres: “I would kidnap Dembele for Barcelona. There is no better club for him. » http,1.2
3-0 you had trouble cracking me,3.0
This is household: http,1.0
🤣🤣 a high level education,1.5
You scratched my name so no,2.4
That's what I was thinking...,1.5
_DupondM Hope the result is in love with the good face.,1.0
the madam mother should already be closed,1.8
I die 😭😭😭,1.0
Demographic decline http,1.0
"_Figaro dear François, you will soon be eating dandelions for the happiness of the greatest number. you are a true leader!",2.0
"Feur I'm a bot, don't judge me for making a lame joke in an inappropriate context.",1.2
Although I went around London I came across ZERO stadium anyway,2.0
"""block him, delete him, he's not a good guy etc..."" is it your heart or is it mine??",2.75
But with whom to debate? An heiress? A fascist? A gourd ? A Bolivarian?,1.6
Their juice is delicious🍊🍹,1.2
LIVE NOW – I explain how we will continue to deliver results for Canadians: http,1.2
Oh the nickname that sends me back to old times,1.4
Why do some people delete their tweets every night? I discovered it by chance 🤔,1.2
Deezer>>>>>sportify only advantage of spot is its integration into devices directly,1.0
You have to go to Lidl,1.0
"1,2",1.0
I read that apparently ashe ruined everything,1.0
Dignity you know 🤡,1.2
sometimes also learning history in the light of today to finally see reality without propaganda.,1.0
The Koreans when they were looking for the French cages 😭 #FRACOR http,1.2
lousy rhetoric,1.6
And above all a very very nice ass 🔥🔥😋,4.2
Ptdrrrr I like to do you too much,3.25
Great! Thank you for the info ! You are top on Twitter,1.0
she means no vax without contraindication!,1.8
This is Erwan Castel who can be followed here 👉🏻 http,1.4
France or the French?,1.4
A man's weakness is a woman. A woman's weakness is her thoughts.,1.6
To be fired,1.5
Obviously not me :p,1.2
I will harass you with this fancam. http,3.0
10:43 p.m. an approximate gameplay is offered here: 213/250 SUB http,1.25
It's not me,1.2
Yes indeed banana is the best fruit http,1.4
"Well done, I hate guys who star like that lolz",3.0
The Love & Sex Festival is about to begin. Would you like to have a drink with the Love Team? http http,2.2
What do I do in between? http,1.8
it looks at the match facing the sea what a life,2.0
Hummmmm she treats thank you have a delicious evening 😘😘😘😘,3.0
Despicable 😂 but so extreme left 😂😂 not surprising,2.0
grass 11,2.0
Go and see on the internet the public deficit since 2027. It has gone from 92% of GDP to 117% of GDP. And it's not over.,1.0
I have class tomorrow and I can't sleep,1.6666666666666667
Press info at the scoreboard: 65 supporters at FCL,1.0
22) What old anime have you watched recently?,1.6666666666666667
At first I liked it now it annoys me,2.2
it's impossible just you think about this stupid tweet you're going to do,2.2
__morano Are the Republicans still on the right? The future of the right is at #Reconquete,1.4
Your beug business there on Spotify sorry here we are quiet with Amerigo,1.5
Night is even better.,1.6
thank you 🙏 (I would never have the will),3.2
I'm this 👌🏻 typing his name on Twitter to find fanarts but I'm holding back not to spoil myself,2.2
"The French, people of the Enlightenment… Extinguished because no more gas! And also more brains than calves.",1.2
it is for science. Fav if you say dodgeball RT if you say dodgeball,1.2
pr against my piercing plan today is a flop imo jv just recup my book,4.666666666666667
Where are the Real supporters?🤷‍♂️🧐🧐😛,1.8
A beautiful rainbow on the way back… have a great weekend 😊 http,1.8
Orh that's fine I can afford it!!,2.4
yes that came to my mind!!!!,2.0
Yes my seko #rclens #SDRRCL,1.0
I slept 2 hours,4.0
"#GameOfThronesFinale Twitter will explode in 1,2...3",1.0
Maxala in addition to being toxic in our Tl your toxicity harms you mm 👀👀,3.2
Even you are going to watch real krkrk,1.4
• ᴗ •,2.0
tes,1.25
Eh oh Give the phone back to stars,2.5
Pcq there has not yet been an international campaign for Europeans lol stop mixing everything up,1.2
Bah mtn sais 🤣🤣🤣,2.6
But it's a joke,1.0
We want to see,2.2
18 flights to Madrid from Paris Charles de Gaulle between 1am and 5am. #ChampionsLeague http,1.0
A Sunday as I like them.... I'm waiting for you to massage my feet and serve me a cocktail 🍸 http,4.0
What did you do,2.0
Another 9 subs and I have 600 I love you,2.0
